0	2	1112
1	2	1965
2	0	1393
2	1	3461
3	0	1393
3	1	389
4	2	2153
5	2	2907
6	2	3246
7	2	2797
8	2	3003
9	0	2663
9	1	3461
10	2	1601
11	2	2748
12	2	183
13	2	1352
14	2	138
15	2	3257
16	0	1393
16	1	567
17	0	1393
17	1	3154
18	2	1152
19	0	1454
19	1	3154
20	2	3486
21	0	1009
21	1	1348
22	2	2897
23	2	2128
24	2	2540
25	2	614
26	2	2054
27	2	1003
28	2	2108
29	2	3192
30	2	599
31	0	1393
31	1	1152
32	0	1454
32	1	567
33	2	1613
34	2	2296
35	2	283
36	0	2663
36	1	567
37	2	736
38	0	3203
38	1	3426
39	0	3203
39	1	1348
40	2	1897
41	2	2165
42	2	715
43	2	199
44	0	2074
44	1	389
45	0	1454
45	1	3486
46	2	257
47	0	298
47	1	389
48	0	569
48	1	3461
49	2	2205
50	2	514
51	2	3227
52	0	298
52	1	3461
53	2	3387
54	2	3482
55	0	1393
55	1	3030
56	0	2707
56	1	389
57	2	1436
58	2	2673
59	2	1569
60	0	1393
60	1	2797
61	0	2663
61	1	2213
62	2	1576
63	2	1343
64	0	1454
64	1	452
65	0	1745
65	1	1152
66	2	516
67	2	2116
68	0	1454
68	1	917
69	2	2167
70	2	3121
71	2	57
72	2	169
73	2	3073
74	0	1454
74	1	3192
75	2	2028
76	0	3038
76	1	3461
77	2	1143
78	0	1393
78	1	3449
79	0	298
79	1	917
80	2	491
81	0	3208
81	1	3192
82	0	1745
82	1	2903
83	0	382
83	1	3257
84	2	927
85	0	1905
85	1	917
86	0	1745
86	1	3486
87	0	1394
87	1	3003
88	2	1651
89	0	2663
89	1	835
90	0	1378
90	1	3461
91	0	1905
91	1	2445
92	0	1393
92	1	66
93	0	1454
93	1	66
94	2	2457
95	2	1284
96	2	3350
97	2	3079
98	2	3243
99	0	1393
99	1	439
100	0	1905
100	1	1152
101	0	1454
101	1	2445
102	0	767
102	1	389
103	0	298
103	1	452
104	2	1123
105	0	2552
105	1	1996
106	0	2074
106	1	3461
107	0	1393
107	1	736
108	0	2637
108	1	3486
109	0	298
109	1	1112
110	0	1371
110	1	567
111	2	2436
112	0	2663
112	1	1348
113	2	686
114	2	2270
115	2	3070
116	2	89
117	0	1013
117	1	835
118	2	1892
119	0	562
119	1	3154
120	2	2049
121	0	1393
121	1	599
122	0	298
122	1	2213
123	2	1253
124	0	732
124	1	389
125	0	1393
125	1	2049
126	2	2071
127	0	1905
127	1	452
128	2	1118
129	0	1745
129	1	3426
130	2	3410
131	2	3321
132	0	732
132	1	3257
133	2	1528
134	0	1454
134	1	74
135	2	75
136	0	2139
136	1	3461
137	0	2663
137	1	578
138	2	693
139	2	660
140	0	1393
140	1	578
141	2	1968
142	2	2312
143	0	3066
143	1	3486
144	0	569
144	1	1965
145	2	3069
146	0	1393
146	1	1396
147	2	2499
148	2	3348
149	0	2933
149	1	3486
150	2	2369
151	0	805
151	1	3154
152	2	1849
153	2	2691
154	0	385
154	1	389
155	0	1393
155	1	171
156	0	1393
156	1	2755
157	0	3038
157	1	1112
158	0	3203
158	1	917
159	2	798
160	0	1371
160	1	389
161	0	298
161	1	3257
162	0	1454
162	1	2797
163	2	3085
164	0	2552
164	1	389
165	0	562
165	1	567
166	0	1454
166	1	599
167	0	2879
167	1	3257
168	0	1485
168	1	1977
169	2	3060
170	0	1454
170	1	1348
171	2	669
172	0	1393
172	1	2003
173	0	2663
173	1	736
174	0	1394
174	1	1437
175	2	1909
176	2	973
177	0	3208
177	1	389
178	2	2051
179	2	2619
180	0	1393
180	1	1597
181	2	2013
182	2	2114
183	2	2338
184	0	2637
184	1	3154
185	0	3203
185	1	2797
186	0	1013
186	1	3449
187	0	2450
187	1	33
188	0	2057
188	1	389
189	0	1393
189	1	888
190	0	2663
190	1	1496
191	2	910
192	2	903
193	0	562
193	1	2797
194	0	1757
194	1	3461
195	0	1454
195	1	3449
196	2	2183
197	2	1220
198	2	339
199	2	1876
200	0	2541
200	1	3003
201	2	3046
202	2	3211
203	2	2715
204	0	1394
204	1	3449
205	2	655
206	0	767
206	1	1965
207	2	2721
208	2	2712
209	0	2933
209	1	1152
210	2	1207
211	2	2480
212	2	35
213	0	1644
213	1	389
214	0	767
214	1	3154
215	0	1454
215	1	2049
216	0	3112
216	1	1348
217	2	1328
218	2	3354
219	2	1375
220	0	1745
220	1	1601
221	0	1454
221	1	2296
222	2	2014
223	0	2663
223	1	3192
224	2	352
225	0	382
225	1	389
226	2	469
227	2	1648
228	0	947
228	1	3461
229	0	1745
229	1	1112
230	0	569
230	1	516
231	2	1188
232	2	1447
233	0	3038
233	1	452
234	2	1142
235	0	1393
235	1	185
236	2	2575
237	0	1454
237	1	2755
238	0	1394
238	1	835
239	2	73
240	2	119
241	0	2057
241	1	3461
242	0	2637
242	1	2205
243	0	1745
243	1	2205
244	0	569
244	1	452
245	2	82
246	0	1454
246	1	171
247	0	1745
247	1	1436
248	2	263
249	2	1585
250	0	562
250	1	1348
251	0	2933
251	1	3461
252	0	2849
252	1	3461
253	0	3038
253	1	2205
254	0	3432
254	1	3257
255	0	2074
255	1	567
256	0	316
256	1	1348
257	0	3203
257	1	451
258	2	2427
259	0	569
259	1	3426
260	0	569
260	1	3192
261	2	2027
262	0	2663
262	1	1601
263	0	2303
263	1	389
264	2	106
265	0	177
265	1	389
266	0	1102
266	1	3257
267	0	3255
267	1	988
268	2	1518
269	0	3038
269	1	1348
270	2	957
271	2	1960
272	2	1796
273	0	2074
273	1	3030
274	2	2934
275	2	1615
276	2	3448
277	2	1295
278	2	368
279	0	3208
279	1	3486
280	2	324
281	2	3202
282	0	1393
282	1	1977
283	0	1454
283	1	2907
284	0	1393
284	1	257
285	2	532
286	2	1877
287	0	2663
287	1	33
288	2	3027
289	2	2801
290	2	2813
291	0	1919
291	1	3003
292	2	1006
293	0	3203
293	1	74
294	2	2582
295	2	2475
296	2	2202
297	0	2960
297	1	3461
298	0	2299
298	1	3426
299	0	1938
299	1	1348
300	0	1371
300	1	516
301	0	298
301	1	2797
302	2	1785
303	2	734
304	0	569
304	1	1601
305	0	1919
305	1	3257
306	0	298
306	1	171
307	0	1394
307	1	2108
308	0	2933
308	1	567
309	0	1485
309	1	3461
310	2	2627
311	0	2299
311	1	2296
312	0	1393
312	1	2748
313	2	2878
314	2	1101
315	2	3443
316	0	2299
316	1	1965
317	0	3203
317	1	389
318	2	825
319	0	1860
319	1	3461
320	0	947
320	1	389
321	2	733
322	2	1534
323	2	2092
324	0	1938
324	1	3461
325	0	1757
325	1	389
326	0	382
326	1	3461
327	2	3310
328	0	3203
328	1	835
329	0	2020
329	1	1348
330	0	1394
330	1	3461
331	2	3315
332	0	1454
332	1	736
333	2	1945
334	0	316
334	1	3426
335	0	2663
335	1	516
336	0	3038
336	1	3426
337	0	3351
337	1	2445
338	2	2601
339	2	2626
340	0	3208
340	1	567
341	0	945
341	1	3461
342	2	3055
343	0	2663
343	1	2003
344	0	1144
344	1	3257
345	0	1745
345	1	3030
346	2	2534
347	0	298
347	1	33
348	0	1179
348	1	1348
349	0	1905
349	1	2213
350	2	3367
351	2	2991
352	2	253
353	2	3346
354	0	1179
354	1	1965
355	2	1467
356	2	694
357	0	2879
357	1	452
358	2	1559
359	2	3384
360	0	569
360	1	1152
361	2	1362
362	0	2677
362	1	2213
363	0	1393
363	1	115
364	0	1393
364	1	786
365	0	3208
365	1	2907
366	2	1747
367	2	2031
368	0	2933
368	1	389
369	2	2716
370	0	3038
370	1	578
371	2	474
372	0	1393
372	1	90
373	0	562
373	1	3030
374	0	1179
374	1	3154
375	2	2384
376	2	636
377	0	3118
377	1	988
378	2	29
379	0	1179
379	1	1152
380	0	1454
380	1	1977
381	2	804
382	0	1393
382	1	3337
383	0	2637
383	1	1496
384	0	3038
384	1	3486
385	0	1454
385	1	786
386	2	890
387	2	2275
388	2	3357
389	0	562
389	1	439
390	0	569
390	1	599
391	0	3038
391	1	439
392	0	2662
392	1	1965
393	2	3283
394	0	1745
394	1	439
395	2	1298
396	0	2879
396	1	2903
397	0	1938
397	1	1496
398	0	1371
398	1	1152
399	0	3208
399	1	3030
400	0	121
400	1	3003
401	0	2663
401	1	3040
402	2	2177
403	2	2642
404	2	958
405	2	1904
406	2	3300
407	0	2879
407	1	536
408	0	3118
408	1	1437
409	0	2392
409	1	2205
410	0	3203
410	1	3444
411	2	3450
412	2	1499
