0	0	6505
0	1	5746
0	1	1931
0	1	7759
0	1	4338
0	1	2006
0	1	7663
0	1	361
0	1	5818
0	1	3607
0	1	3111
0	1	6643
0	1	2929
0	1	7654
0	1	7868
0	1	4135
0	1	5677
0	1	3255
0	1	3784
0	1	5
0	2	4471
1	1	7654
1	2	1557
2	1	5818
2	2	3176
3	0	1164
3	1	5746
3	1	361
3	1	3607
3	1	7868
3	1	3708
3	1	5677
3	1	3255
3	1	5741
3	1	2929
3	1	7654
3	1	1931
3	1	7655
3	1	7663
3	1	3111
3	1	6643
3	1	4338
3	1	7759
3	1	2006
3	1	5818
3	1	3784
3	1	5
3	2	6742
4	1	5818
4	2	5569
5	1	5818
5	2	817
6	1	5818
6	2	5373
7	1	5746
7	2	322
8	1	5746
8	2	2824
9	1	5818
9	2	3600
10	1	5746
10	2	1538
11	0	2635
11	1	5746
11	1	361
11	1	3607
11	1	7868
11	1	3708
11	1	5677
11	1	3255
11	1	5741
11	1	2929
11	1	7654
11	1	1931
11	1	7655
11	1	7663
11	1	6643
11	1	4338
11	1	7759
11	1	2006
11	1	5818
11	1	3784
11	1	5
11	2	4288
12	0	2635
12	1	7655
12	1	7759
12	1	2006
12	1	7663
12	1	5818
12	1	3607
12	1	2929
12	2	4746
13	0	2635
13	1	7759
13	1	2006
13	1	5818
13	1	2929
13	1	7654
13	1	3255
13	2	6590
14	0	2130
14	1	7655
14	1	5746
14	1	7759
14	1	7703
14	1	7663
14	1	5818
14	1	3607
14	1	6643
14	1	2929
14	1	7868
14	1	1931
14	1	5
14	2	3288
15	1	5818
15	2	7226
16	0	2130
16	1	5746
16	1	361
16	1	3607
16	1	4135
16	1	7868
16	1	5677
16	1	3255
16	1	7703
16	1	5741
16	1	2929
16	1	1931
16	1	7655
16	1	7663
16	1	3111
16	1	6643
16	1	4338
16	1	7759
16	1	2006
16	1	5818
16	1	3784
16	1	5
16	2	6266
17	1	5818
17	2	1605
18	0	2130
18	1	5746
18	1	1931
18	1	7759
18	1	5741
18	1	2006
18	1	7663
18	1	5818
18	1	3607
18	1	3784
18	1	6643
18	1	2929
18	1	7868
18	1	3708
18	1	5677
18	1	3255
18	1	5
18	2	7119
19	1	5818
19	2	2556
20	1	5818
20	2	7929
21	1	2006
21	2	7106
22	0	159
22	1	5746
22	1	7759
22	1	4338
22	1	5741
22	1	2006
22	1	7663
22	1	361
22	1	5818
22	1	3607
22	1	3111
22	1	6643
22	1	2929
22	1	7654
22	1	7868
22	1	3784
22	1	5677
22	1	3255
22	1	5
22	2	1983
23	1	5746
23	1	7759
23	1	5818
23	1	3607
23	1	3784
23	1	2929
23	1	4135
23	1	1931
23	2	5478
24	0	1164
24	1	5746
24	1	1931
24	1	7759
24	1	4338
24	1	2006
24	1	7663
24	1	361
24	1	5818
24	1	3607
24	1	3784
24	1	6643
24	1	2929
24	1	4475
24	1	7868
24	1	7654
24	1	5677
24	1	3255
24	1	5
24	2	1044
25	1	5818
25	2	7494
26	0	2999
26	1	7655
26	1	5746
26	1	7759
26	1	4338
26	1	5741
26	1	2006
26	1	7663
26	1	361
26	1	5818
26	1	3607
26	1	3784
26	1	6643
26	1	2929
26	1	7654
26	1	7868
26	1	3708
26	1	5677
26	1	3255
26	1	5
26	2	6566
27	0	2999
27	1	5746
27	1	361
27	1	3607
27	1	4135
27	1	7868
27	1	3708
27	1	5677
27	1	3255
27	1	5741
27	1	2929
27	1	7654
27	1	1931
27	1	7655
27	1	7014
27	1	7663
27	1	3111
27	1	6643
27	1	4338
27	1	7759
27	1	2006
27	1	5818
27	1	3784
27	1	5
27	2	161
28	0	2999
28	1	7759
28	1	2006
28	1	7663
28	1	5818
28	1	3607
28	1	6643
28	1	2929
28	1	7868
28	1	5
28	2	338
29	0	2999
29	1	7759
29	1	2006
29	1	7663
29	1	5818
29	1	3607
29	1	3784
29	1	6643
29	1	2929
29	1	7654
29	1	7868
29	1	5677
29	1	3255
29	1	5
29	2	228
30	1	5818
30	2	7757
31	1	3784
31	2	2707
32	1	7655
32	2	1448
33	1	5818
33	2	3781
34	1	7759
34	1	5741
34	1	2006
34	1	7663
34	1	361
34	1	5818
34	1	3607
34	1	6643
34	1	2929
34	1	7654
34	1	7868
34	1	5677
34	2	4683
35	1	5818
35	2	5428
36	1	5746
36	1	1931
36	1	7759
36	1	2006
36	1	7663
36	1	361
36	1	5818
36	1	3607
36	1	6643
36	1	2929
36	1	7654
36	1	7868
36	1	5677
36	1	3255
36	1	5
36	2	7728
37	0	2374
37	1	5746
37	1	7759
37	1	2006
37	1	7663
37	1	361
37	1	5818
37	1	3607
37	1	3784
37	1	6643
37	1	2929
37	1	7654
37	1	5677
37	1	3255
37	2	355
38	1	5818
38	2	818
39	0	5273
39	1	7759
39	1	2006
39	1	7663
39	1	5818
39	1	3607
39	1	3784
39	1	6643
39	1	2929
39	1	7654
39	1	7868
39	1	5677
39	1	3255
39	1	5
39	2	1465
40	1	4338
40	2	6537
41	0	3319
41	1	7655
41	1	5746
41	1	7759
41	1	4338
41	1	2006
41	1	7663
41	1	361
41	1	5818
41	1	3607
41	1	3784
41	1	2929
41	1	7654
41	1	7868
41	1	5677
41	1	1931
41	1	5
41	2	7386
42	0	3319
42	1	5746
42	1	361
42	1	3607
42	1	4135
42	1	7868
42	1	5677
42	1	3255
42	1	5741
42	1	2929
42	1	7654
42	1	1931
42	1	3047
42	1	7655
42	1	7663
42	1	6643
42	1	4338
42	1	7759
42	1	2006
42	1	5818
42	1	3784
42	1	5
42	2	1760
43	1	7759
43	2	925
44	0	686
44	1	5746
44	1	361
44	1	3607
44	1	7868
44	1	3708
44	1	5677
44	1	3255
44	1	5741
44	1	2929
44	1	7654
44	1	1931
44	1	7663
44	1	3111
44	1	6643
44	1	4338
44	1	7759
44	1	2006
44	1	5818
44	1	3784
44	1	5
44	2	1700
45	0	686
45	1	5818
45	2	2790
46	1	6643
46	2	5802
47	1	5818
47	2	4392
48	0	2462
48	1	7655
48	1	5746
48	1	1931
48	1	7759
48	1	7703
48	1	5741
48	1	2006
48	1	7663
48	1	361
48	1	5818
48	1	3607
48	1	6643
48	1	2929
48	1	7654
48	1	7868
48	1	5677
48	1	3255
48	1	5
48	2	2057
49	1	5818
49	2	5203
50	0	5605
50	1	5746
50	1	361
50	1	3607
50	1	4135
50	1	7868
50	1	3708
50	1	5677
50	1	3255
50	1	5741
50	1	2929
50	1	7654
50	1	1931
50	1	7663
50	1	3111
50	1	6643
50	1	4338
50	1	7759
50	1	2006
50	1	5818
50	1	3784
50	1	5
50	2	7007
51	1	5818
51	2	1783
52	1	6643
52	2	1151
53	1	6643
53	2	4950
54	0	2856
54	1	7655
54	1	5746
54	1	1931
54	1	7759
54	1	4338
54	1	5741
54	1	2006
54	1	7663
54	1	361
54	1	5818
54	1	3607
54	1	3784
54	1	6643
54	1	2929
54	1	7654
54	1	7868
54	1	5677
54	1	3255
54	1	5
54	2	4792
55	0	686
55	1	5746
55	1	361
55	1	3607
55	1	4135
55	1	7868
55	1	3708
55	1	5677
55	1	3255
55	1	5741
55	1	2929
55	1	7654
55	1	1931
55	1	7655
55	1	7014
55	1	7663
55	1	3111
55	1	6643
55	1	4338
55	1	7759
55	1	2006
55	1	5818
55	1	3784
55	1	5
55	2	3024
56	1	5818
56	2	1890
57	0	3686
57	1	5746
57	1	361
57	1	3607
57	1	7868
57	1	3708
57	1	5677
57	1	3255
57	1	7703
57	1	5741
57	1	2929
57	1	7654
57	1	1931
57	1	7014
57	1	7663
57	1	3111
57	1	6643
57	1	4338
57	1	7759
57	1	2006
57	1	5818
57	1	3784
57	1	5
57	2	1944
58	0	686
58	1	5746
58	1	7759
58	1	5741
58	1	2006
58	1	7663
58	1	361
58	1	5818
58	1	3607
58	1	3784
58	1	6643
58	1	2929
58	1	7654
58	1	5677
58	1	3255
58	1	5
58	2	7355
59	0	4911
59	1	7759
59	1	4338
59	1	2006
59	1	7663
59	1	5818
59	1	3607
59	1	6643
59	1	2929
59	1	7868
59	1	5677
59	1	5
59	2	7672
60	0	4911
60	1	5746
60	1	361
60	1	3607
60	1	7868
60	1	5677
60	1	3255
60	1	7703
60	1	5741
60	1	2929
60	1	7654
60	1	1931
60	1	3047
60	1	7655
60	1	7663
60	1	3111
60	1	6643
60	1	4338
60	1	7759
60	1	2006
60	1	5818
60	1	3784
60	1	5
60	2	697
61	0	2999
61	1	7655
61	1	5746
61	1	7759
61	1	2006
61	1	7663
61	1	361
61	1	5818
61	1	3607
61	1	6643
61	1	2929
